"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country Full Name","Kazakhstan, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country ISO 2 Code","KZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country ISO 3 Code","KAZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country Name","Kazakhstan, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country SDMX Code","KZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country SDMX Name","Kazakhstan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kazakhstan, Rep. of","916","Counterpart Country Short Name","Kazakhstan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country Code","664",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country Full Name","Kenya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country ISO 2 Code","KE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country ISO 3 Code","KEN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country Name","Kenya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country SDMX Code","KE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country SDMX Name","Kenya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kenya","664","Counterpart Country Short Name","Kenya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country Code","826",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country Full Name","Kiribati",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country ISO 2 Code","KI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country ISO 3 Code","KIR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country Name","Kiribati",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country SDMX Code","KI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country SDMX Name","Kiribati",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kiribati","826","Counterpart Country Short Name","Kiribati",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Code","954",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Full Name","Korea, Democratic People's Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country ISO 2 Code","KP",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country ISO 3 Code","PRK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Name","Korea, Dem. People's Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country SDMX Code","KP",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country SDMX Name","Korea, Democratic People`s Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Dem. People's Rep. of","954","Counterpart Country Short Name","Democratic People's Republic of Korea",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country Code","542",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country Full Name","Korea, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country ISO 2 Code","KR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country ISO 3 Code","KOR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country Name","Korea, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country SDMX Code","KR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country SDMX Name","Korea, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Korea, Rep. of","542","Counterpart Country Short Name","Korea",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country Code","967",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country Full Name","Kosovo, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country ISO 2 Code","XK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country ISO 3 Code","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country Name","Kosovo, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country SDMX Code","XK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country SDMX Name","Kosovo, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kosovo, Rep. of","967","Counterpart Country Short Name","Kosovo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country Code","443",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country Full Name","Kuwait",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country ISO 2 Code","KW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country ISO 3 Code","KWT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country Name","Kuwait",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country SDMX Code","KW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country SDMX Name","Kuwait",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kuwait","443","Counterpart Country Short Name","Kuwait",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country Code","917",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country Full Name","Kyrgyz Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country ISO 2 Code","KG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country ISO 3 Code","KGZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country Name","Kyrgyz Rep.",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country SDMX Code","KG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country SDMX Name","Kyrgyzstan",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Kyrgyz Rep.","917","Counterpart Country Short Name","Kyrgyz Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country Code","544",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country Full Name","Lao People's Democratic Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country ISO 2 Code","LA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country ISO 3 Code","LAO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country Name","Lao People's Dem. Rep.",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country SDMX Code","LA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country SDMX Name","Lao People`s Democratic Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lao People's Dem. Rep.","544","Counterpart Country Short Name","Lao P.D.R.",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country Code","941",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country Full Name","Republic of Latvia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country ISO 2 Code","LV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country ISO 3 Code","LVA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country Name","Latvia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country SDMX Code","LV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country SDMX Name","Latvia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Latvia","941","Counterpart Country Short Name","Latvia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country Code","446",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country Full Name","Lebanon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country ISO 2 Code","LB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country ISO 3 Code","LBN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country Name","Lebanon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country SDMX Code","LB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country SDMX Name","Lebanon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lebanon","446","Counterpart Country Short Name","Lebanon",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country Code","666",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country Full Name","Lesotho, Kingdom of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country ISO 2 Code","LS",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country ISO 3 Code","LSO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country Name","Lesotho, Kingdom of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country SDMX Code","LS",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country SDMX Name","Lesotho",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lesotho, Kingdom of","666","Counterpart Country Short Name","Lesotho",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country Code","668",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country Full Name","Liberia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country ISO 2 Code","LR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country ISO 3 Code","LBR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country Name","Liberia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country SDMX Code","LR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country SDMX Name","Liberia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liberia","668","Counterpart Country Short Name","Liberia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country Code","672",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country Full Name","Libya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country ISO 2 Code","LY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country ISO 3 Code","LBY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country Name","Libya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country SDMX Code","LY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country SDMX Name","Libya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Libya","672","Counterpart Country Short Name","Libya",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country Code","147",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country Full Name","Liechtenstein",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country ISO 2 Code","LI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country ISO 3 Code","LIE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country Name","Liechtenstein",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country SDMX Code","LI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country SDMX Name","Liechtenstein",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Liechtenstein","147","Counterpart Country Short Name","Liechtenstein",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country Code","946",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country Full Name","Republic of Lithuania",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country ISO 2 Code","LT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country ISO 3 Code","LTU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country Name","Lithuania",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country SDMX Code","LT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country SDMX Name","Lithuania",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Lithuania","946","Counterpart Country Short Name","Lithuania           ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country Code","137",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country Full Name","Luxembourg",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country ISO 2 Code","LU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country ISO 3 Code","LUX",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country Name","Luxembourg",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country SDMX Code","LU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country SDMX Name","Luxembourg",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Luxembourg","137","Counterpart Country Short Name","Luxembourg",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country Code","674",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country Full Name","Madagascar, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country ISO 2 Code","MG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country ISO 3 Code","MDG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country Name","Madagascar, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country SDMX Code","MG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country SDMX Name","Madagascar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Madagascar, Rep. of","674","Counterpart Country Short Name","Madagascar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country Code","676",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country Full Name","Malawi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country ISO 2 Code","MW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country ISO 3 Code","MWI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country Name","Malawi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country SDMX Code","MW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country SDMX Name","Malawi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malawi","676","Counterpart Country Short Name","Malawi",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country Code","548",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country Full Name","Malaysia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country ISO 2 Code","MY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country ISO 3 Code","MYS",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country Name","Malaysia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country SDMX Code","MY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country SDMX Name","Malaysia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malaysia","548","Counterpart Country Short Name","Malaysia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country Code","556",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country Full Name","Maldives",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country ISO 2 Code","MV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country ISO 3 Code","MDV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country Name","Maldives",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country SDMX Code","MV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country SDMX Name","Maldives",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Maldives","556","Counterpart Country Short Name","Maldives",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country Code","678",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country Full Name","Mali",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country ISO 2 Code","ML",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country ISO 3 Code","MLI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country Name","Mali",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country SDMX Code","ML",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country SDMX Name","Mali",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mali","678","Counterpart Country Short Name","Mali",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country Code","181",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country Full Name","Malta",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country ISO 2 Code","MT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country ISO 3 Code","MLT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country Name","Malta",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country SDMX Code","MT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country SDMX Name","Malta",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Malta","181","Counterpart Country Short Name","Malta",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Code","867",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Full Name","Marshall Islands, Republic of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country ISO 2 Code","MH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country ISO 3 Code","MHL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Name","Marshall Islands, Rep. of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country SDMX Code","MH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country SDMX Name","Marshall islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Marshall Islands, Rep. of the","867","Counterpart Country Short Name","Marshall Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country Code","349",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country Full Name","Martinique",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country ISO 2 Code","MQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country ISO 3 Code","MTQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country Name","Martinique",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country SDMX Code","MQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country SDMX Name","Martinique",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Martinique","349","Counterpart Country Short Name","Martinique",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Code","682",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Full Name","Mauritania, Islamic Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country ISO 2 Code","MR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country ISO 3 Code","MRT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Name","Mauritania, Islamic Rep. of",""
