"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cocos (Keeling) Islands","865","","","","","","","","","Country ISO 2 Code","CC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cocos (Keeling) Islands","865","","","","","","","","","Country ISO 3 Code","CCQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cocos (Keeling) Islands","865","","","","","","","","","Country Name","Cocos (Keeling) Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cocos (Keeling) Islands","865","","","","","","","","","Country SDMX Code","CC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cocos (Keeling) Islands","865","","","","","","","","","Country SDMX Name","Cocos (Keeling) Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cocos (Keeling) Islands","865","","","","","","","","","Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country Code","233",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country Full Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country ISO 2 Code","CO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country ISO 3 Code","COL",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country SDMX Code","CO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country SDMX Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Colombia","233","","","","","","","","","Country Short Name","Colombia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country Code","632",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country Full Name","Comoros, Union of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country ISO 2 Code","KM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country ISO 3 Code","COM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country Name","Comoros, Union of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country SDMX Code","KM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country SDMX Name","Comoros",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Comoros, Union of the","632","","","","","","","","","Country Short Name","Comoros",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country Code","636",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country Full Name","Congo, Democratic Republic of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country ISO 2 Code","CD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country ISO 3 Code","COD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country Name","Congo, Dem. Rep. of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country SDMX Code","CD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country SDMX Name","Congo, the Democratic Republic of the",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Dem. Rep. of the","636","","","","","","","","","Country Short Name","Democratic Republic of the Congo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country Code","634",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country Full Name","Congo, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country ISO 2 Code","CG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country ISO 3 Code","COG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country Name","Congo, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country SDMX Code","CG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country SDMX Name","Congo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Congo, Rep. of","634","","","","","","","","","Country Short Name","Republic of Congo",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country Code","815",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country Full Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country ISO 2 Code","CK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country ISO 3 Code","COK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country SDMX Code","CK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country SDMX Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cook Islands","815","","","","","","","","","Country Short Name","Cook Islands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country Code","238",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country Full Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country ISO 2 Code","CR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country ISO 3 Code","CRI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country SDMX Code","CR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country SDMX Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Costa Rica","238","","","","","","","","","Country Short Name","Costa Rica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country Code","662",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country Full Name","Côte d'Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country ISO 2 Code","CI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country ISO 3 Code","CIV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country Name","Côte d'Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country SDMX Code","CI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country SDMX Name","Cote d`Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Côte d'Ivoire","662","","","","","","","","","Country Short Name","Côte d'Ivoire",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country Code","960",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country Full Name","Croatia, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country ISO 2 Code","HR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country ISO 3 Code","HRV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country Name","Croatia, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country SDMX Code","HR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country SDMX Name","Croatia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Croatia, Rep. of","960","","","","","","","","","Country Short Name","Croatia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country Code","928",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country Full Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country ISO 2 Code","CU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country ISO 3 Code","CUB",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country SDMX Code","CU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country SDMX Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cuba","928","","","","","","","","","Country Short Name","Cuba",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country Code","355",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country Full Name","Curaçao and Sint Maarten",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country ISO 2 Code","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country ISO 3 Code","CMQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country Name","Curaçao and Sint Maarten",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country SDMX Code","1C_355",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country SDMX Name","Curacao & St. Maarten",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao and Sint Maarten","355","","","","","","","","","Country Short Name","",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country Code","354",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country Full Name","Curaçao, Kingdom of the Netherlands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country ISO 2 Code","CW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country ISO 3 Code","CUW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country Name","Curaçao, Kingdom of the Netherlands",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country SDMX Code","CW",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country SDMX Name","Curacao",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Curaçao, Kingdom of the Netherlands","354","","","","","","","","","Country Short Name","Curaçao",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country Code","423",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country Full Name","Cyprus",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country ISO 2 Code","CY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country ISO 3 Code","CYP",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country Name","Cyprus",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country SDMX Code","CY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country SDMX Name","Cyprus",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Cyprus","423","","","","","","","","","Country Short Name","Cyprus",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country Code","935",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country Full Name","Czech Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country ISO 2 Code","CZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country ISO 3 Code","CZE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country Name","Czech Rep.",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country SDMX Code","CZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country SDMX Name","Czech Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Czech Rep.","935","","","","","","","","","Country Short Name","Czech Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country Code","128",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country Full Name","Denmark",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country ISO 2 Code","DK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country ISO 3 Code","DNK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country Name","Denmark",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country SDMX Code","DK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country SDMX Name","Denmark",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Denmark","128","","","","","","","","","Country Short Name","Denmark",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country Code","611",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country Full Name","Djibouti",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country ISO 2 Code","DJ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country ISO 3 Code","DJI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country Name","Djibouti",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country SDMX Code","DJ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country SDMX Name","Djibouti",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Djibouti","611","","","","","","","","","Country Short Name","Djibouti",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country Code","321",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country Full Name","Dominica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country ISO 2 Code","DM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country ISO 3 Code","DMA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country Name","Dominica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country SDMX Code","DM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country SDMX Name","Dominica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominica","321","","","","","","","","","Country Short Name","Dominica",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country Code","243",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country Full Name","Dominican Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country ISO 2 Code","DO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country ISO 3 Code","DOM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country Name","Dominican Rep.",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country SDMX Code","DO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country SDMX Name","Dominican Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Dominican Rep.","243","","","","","","","","","Country Short Name","Dominican Republic",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country Code","248",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country Full Name","Ecuador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country ISO 2 Code","EC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country ISO 3 Code","ECU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country Name","Ecuador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country SDMX Code","EC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country SDMX Name","Ecuador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ecuador","248","","","","","","","","","Country Short Name","Ecuador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country Code","469",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country Full Name","Egypt, Arab Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country ISO 2 Code","EG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country ISO 3 Code","EGY",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country Name","Egypt, Arab Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country SDMX Code","EG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country SDMX Name","Egypt",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Egypt, Arab Rep. of","469","","","","","","","","","Country Short Name","Egypt",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country Code","253",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country Full Name","El Salvador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country ISO 2 Code","SV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country ISO 3 Code","SLV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country Name","El Salvador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country SDMX Code","SV",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country SDMX Name","El Salvador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","El Salvador","253","","","","","","","","","Country Short Name","El Salvador",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country Code","642",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country Full Name","Equatorial Guinea, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country ISO 2 Code","GQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country ISO 3 Code","GNQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country Name","Equatorial Guinea, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country SDMX Code","GQ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country SDMX Name","Equatorial Guinea",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Equatorial Guinea, Rep. of","642","","","","","","","","","Country Short Name","Equatorial Guinea",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country Code","643",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country Full Name","Eritrea, The State of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country ISO 2 Code","ER",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country ISO 3 Code","ERI",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country Name","Eritrea, The State of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country SDMX Code","ER",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country SDMX Name","Eritrea",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eritrea, The State of","643","","","","","","","","","Country Short Name","Eritrea",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country Code","939",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country Full Name","Estonia, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country ISO 2 Code","EE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country ISO 3 Code","EST",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country Name","Estonia, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country SDMX Code","EE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country SDMX Name","Estonia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Estonia, Rep. of","939","","","","","","","","","Country Short Name","Estonia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country Code","734",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country Full Name","Eswatini, Kingdom of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country ISO 2 Code","SZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country ISO 3 Code","SWZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country Name","Eswatini, Kingdom of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country SDMX Code","SZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country SDMX Name","Eswatini",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Eswatini, Kingdom of","734","","","","","","","","","Country Short Name","Eswatini",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country Code","644",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country Full Name","Ethiopia, The Federal Democratic Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country ISO 2 Code","ET",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country ISO 3 Code","ETH",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country Name","Ethiopia, The Federal Dem. Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country SDMX Code","ET",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country SDMX Name","Ethiopia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Ethiopia, The Federal Dem. Rep. of","644","","","","","","","","","Country Short Name","Ethiopia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country Code","323",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country Full Name","Falkland Islands (Malvinas)",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country ISO 2 Code","FK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country ISO 3 Code","FLK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country Name","Falkland Islands (Malvinas)",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country SDMX Code","FK",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","Falkland Islands (Malvinas)","323","","","","","","","","","Country SDMX Name","Falkland Islands (Malvinas)",""
