Date;Price
04/17/2025;16.876,10
04/16/2025;16.812,30
04/15/2025;16.810,00
04/14/2025;16.770,00
04/11/2025;16.790,00
04/10/2025;16.795,00
04/09/2025;16.860,00
04/08/2025;16.860,00
04/07/2025;16.555,00
04/04/2025;16.555,00
04/03/2025;16.555,00
04/02/2025;16.555,00
04/01/2025;16.555,00
03/31/2025;16.555,00
03/28/2025;16.555,00
03/27/2025;16.555,00
03/26/2025;16.575,00
03/25/2025;16.590,00
03/24/2025;16.550,00
03/21/2025;16.495,00
03/20/2025;16.470,00
03/19/2025;16.520,00
03/18/2025;16.420,00
03/17/2025;16.395,00
03/14/2025;16.345,00
03/13/2025;16.420,00
03/12/2025;16.440,00
03/11/2025;16.400,00
03/10/2025;16.335,00
03/07/2025;16.290,00
03/06/2025;16.325,00
03/05/2025;16.310,00
03/04/2025;16.440,00
03/03/2025;16.475,00
02/28/2025;16.575,00
02/27/2025;16.445,00
02/26/2025;16.365,00
02/25/2025;16.340,00
02/24/2025;16.270,00
02/21/2025;16.300,00
02/20/2025;16.325,00
02/19/2025;16.330,00
02/18/2025;16.270,00
02/17/2025;16.210,00
02/14/2025;16.255,00
02/13/2025;16.350,00
02/12/2025;16.360,00
02/11/2025;16.370,00
02/10/2025;16.340,00
02/07/2025;16.270,00
02/06/2025;16.325,00
02/05/2025;16.280,00
02/04/2025;16.340,00
02/03/2025;16.430,00
01/31/2025;16.295,00
01/30/2025;16.255,00
01/29/2025;16.170,00
01/28/2025;16.170,00
01/27/2025;16.170,00
01/24/2025;16.170,00
01/23/2025;16.275,00
01/22/2025;16.280,00
01/21/2025;16.330,00
01/20/2025;16.355,00
01/17/2025;16.360,00
01/16/2025;16.355,00
01/15/2025;16.315,00
01/14/2025;16.260,00
01/13/2025;16.270,00
01/10/2025;16.180,00
01/09/2025;16.195,00
01/08/2025;16.190,00
01/07/2025;16.125,00
01/06/2025;16.190,00
01/03/2025;16.185,00
01/02/2025;16.190,00
01/01/2025;16.090,00
12/31/2024;16.090,00
12/30/2024;16.130,00
12/27/2024;16.230,00
12/26/2024;16.185,00
12/25/2024;16.185,00
12/24/2024;16.185,00
12/23/2024;16.170,00
12/20/2024;16.190,00
12/19/2024;16.285,00
12/18/2024;16.085,00
12/17/2024;16.060,00
12/16/2024;15.995,00
12/13/2024;15.990,00
12/12/2024;15.920,00
12/11/2024;15.910,00
12/10/2024;15.860,00
12/09/2024;15.860,00
12/06/2024;15.845,00
12/05/2024;15.855,00
12/04/2024;15.925,00
12/03/2024;15.935,00
12/02/2024;15.895,00
11/29/2024;15.840,00
11/28/2024;15.865,00
11/27/2024;15.925,00
11/26/2024;15.925,00
11/25/2024;15.865,00
11/22/2024;15.870,00
11/21/2024;15.920,00
11/20/2024;15.860,00
11/19/2024;15.825,00
11/18/2024;15.845,00
11/15/2024;15.850,00
11/14/2024;15.850,00
11/13/2024;15.770,00
11/12/2024;15.775,00
11/11/2024;15.675,00
11/08/2024;15.665,00
11/07/2024;15.730,00
11/06/2024;15.825,00
11/05/2024;15.730,00
11/04/2024;15.750,00
11/01/2024;15.715,00
10/31/2024;15.690,00
10/30/2024;15.690,00
10/29/2024;15.755,00
10/28/2024;15.720,00
10/25/2024;15.635,00
10/24/2024;15.575,00
10/23/2024;15.615,00
10/22/2024;15.555,00
10/21/2024;15.490,00
10/18/2024;15.460,00
10/17/2024;15.490,00
10/16/2024;15.505,00
10/15/2024;15.575,00
10/14/2024;15.555,00
10/11/2024;15.575,00
10/10/2024;15.660,00
10/09/2024;15.615,00
10/08/2024;15.640,00
10/07/2024;15.675,00
10/04/2024;15.480,00
10/03/2024;15.415,00
10/02/2024;15.260,00
10/01/2024;15.195,00
09/30/2024;15.135,00
09/27/2024;15.120,00
09/26/2024;15.160,00
09/25/2024;15.095,00
09/24/2024;15.180,00
09/23/2024;15.195,00
09/20/2024;15.145,00
09/19/2024;15.230,00
09/18/2024;15.330,00
09/17/2024;15.330,00
09/16/2024;15.393,10
09/13/2024;15.395,00
09/12/2024;15.425,00
09/11/2024;15.395,00
09/10/2024;15.445,00
09/09/2024;15.450,00
09/06/2024;15.360,00
09/05/2024;15.395,00
09/04/2024;15.470,00
09/03/2024;15.520,00
09/02/2024;15.520,00
08/30/2024;15.450,00
08/29/2024;15.410,00
08/28/2024;15.420,00
08/27/2024;15.490,00
08/26/2024;15.425,00
08/23/2024;15.485,00
08/22/2024;15.595,00
08/21/2024;15.480,00
08/20/2024;15.430,00
08/19/2024;15.545,00
08/16/2024;15.685,00
08/15/2024;15.690,00
08/14/2024;15.675,00
08/13/2024;15.830,00
08/12/2024;15.950,00
08/09/2024;15.920,00
08/08/2024;15.890,00
08/07/2024;16.030,00
08/06/2024;16.160,00
08/05/2024;16.180,00
08/02/2024;16.195,00
08/01/2024;16.230,00
07/31/2024;16.255,00
07/30/2024;16.295,00
07/29/2024;16.275,00
07/26/2024;16.285,00
07/25/2024;16.245,00
07/24/2024;16.210,00
07/23/2024;16.205,00
07/22/2024;16.215,00
07/19/2024;16.185,00
07/18/2024;16.150,00
07/17/2024;16.095,00
07/16/2024;16.175,00
07/15/2024;16.165,00
07/12/2024;16.135,00
07/11/2024;16.190,00
07/10/2024;16.235,00
07/09/2024;16.245,00
07/08/2024;16.250,00
07/05/2024;16.275,00
07/04/2024;16.325,00
07/03/2024;16.365,00
07/02/2024;16.390,00
07/01/2024;16.320,00
06/28/2024;16.370,00
06/27/2024;16.395,00
06/26/2024;16.400,00
06/25/2024;16.370,00
06/24/2024;16.390,00
06/21/2024;16.445,00
06/20/2024;16.425,00
06/19/2024;16.360,00
06/18/2024;16.376,10
06/17/2024;16.486,00
06/14/2024;16.395,00
06/13/2024;16.265,00
06/12/2024;16.290,00
06/11/2024;16.285,00
06/10/2024;16.275,00
06/07/2024;16.190,00
06/06/2024;16.255,00
06/05/2024;16.280,00
06/04/2024;16.215,00
06/03/2024;16.225,00
05/31/2024;16.245,00
05/30/2024;16.255,00
05/29/2024;16.155,00
05/28/2024;16.085,00
05/27/2024;16.060,00
05/24/2024;16.045,00
05/23/2024;16.102,30
05/22/2024;15.990,00
05/21/2024;15.990,00
05/20/2024;15.970,00
05/17/2024;15.950,00
05/16/2024;15.920,00
05/15/2024;16.025,00
05/14/2024;16.090,00
05/13/2024;16.075,00
05/10/2024;16.058,90
05/09/2024;16.026,00
05/08/2024;16.040,00
05/07/2024;16.040,00
05/06/2024;16.020,00
05/03/2024;16.080,00
05/02/2024;16.180,00
05/01/2024;16.193,60
04/30/2024;16.255,00
04/29/2024;16.250,00
04/26/2024;16.205,00
04/25/2024;16.185,00
04/24/2024;16.150,00
04/23/2024;16.215,00
04/22/2024;16.230,00
04/19/2024;16.250,00
04/18/2024;16.170,00
04/17/2024;16.215,00
04/16/2024;16.170,00
04/15/2024;16.116,70
04/12/2024;16.117,00
04/11/2024;16.031,00
04/10/2024;15.998,00
04/09/2024;15.899,00
04/08/2024;15.925,00
04/05/2024;15.840,00
04/04/2024;15.890,00
04/03/2024;15.915,00
04/02/2024;15.895,00
04/01/2024;15.885,00
03/29/2024;15.880,00
03/28/2024;15.850,00
03/27/2024;15.850,00
03/26/2024;15.785,00
03/25/2024;15.795,00
03/22/2024;15.775,00
03/21/2024;15.655,00
03/20/2024;15.710,00
03/19/2024;15.710,00
03/18/2024;15.685,00
03/15/2024;15.590,00
03/14/2024;15.575,00
03/13/2024;15.570,00
03/12/2024;15.561,00
03/11/2024;15.525,00
03/08/2024;15.585,00
03/07/2024;15.650,00
03/06/2024;15.695,00
03/05/2024;15.765,00
03/04/2024;15.735,00
03/01/2024;15.695,00
02/29/2024;15.710,00
02/28/2024;15.680,00
02/27/2024;15.635,00
02/26/2024;15.625,00
02/23/2024;15.590,00
02/22/2024;15.585,00
02/21/2024;15.630,00
02/20/2024;15.655,00
02/19/2024;15.625,00
02/16/2024;15.615,00
02/15/2024;15.615,00
02/14/2024;15.632,00
02/13/2024;15.590,00
02/12/2024;15.590,00
02/09/2024;15.611,50
02/08/2024;15.665,00
02/07/2024;15.630,00
02/06/2024;15.725,00
02/05/2024;15.700,00
02/02/2024;15.655,00
02/01/2024;15.760,00
01/31/2024;15.775,00
01/30/2024;15.777,00
01/29/2024;15.805,00
01/26/2024;15.815,00
01/25/2024;15.820,00
01/24/2024;15.705,00
01/23/2024;15.625,00
01/22/2024;15.630,00
01/19/2024;15.610,00
01/18/2024;15.615,00
01/17/2024;15.635,00
01/16/2024;15.585,00
01/15/2024;15.550,00
01/12/2024;15.545,00
01/11/2024;15.545,00
01/10/2024;15.565,00
01/09/2024;15.515,00
01/08/2024;15.520,00
01/05/2024;15.510,00
01/04/2024;15.485,00
01/03/2024;15.475,00
01/02/2024;15.465,00
01/01/2024;15.390,00
12/29/2023;15.395,00
12/28/2023;15.415,00
12/27/2023;15.425,00
12/26/2023;15.407,00
12/25/2023;15.467,00
12/22/2023;15.480,00
12/21/2023;15.520,00
12/20/2023;15.505,00
12/19/2023;15.500,00
12/18/2023;15.505,00
12/15/2023;15.490,00
12/14/2023;15.495,00
12/13/2023;15.655,00
12/12/2023;15.615,00
12/11/2023;15.610,00
12/08/2023;15.505,00
12/07/2023;15.510,00
12/06/2023;15.490,00
12/05/2023;15.500,00
12/04/2023;15.450,00
12/01/2023;15.480,00
11/30/2023;15.505,00
11/29/2023;15.390,00
11/28/2023;15.430,00
11/27/2023;15.490,00
11/24/2023;15.560,00
11/23/2023;15.550,00
11/22/2023;15.570,00
11/21/2023;15.435,00
11/20/2023;15.440,00
11/17/2023;15.490,00
11/16/2023;15.540,00
11/15/2023;15.530,00
11/14/2023;15.690,00
11/13/2023;15.695,00
11/10/2023;15.690,00
11/09/2023;15.650,00
11/08/2023;15.645,00
11/07/2023;15.625,00
11/06/2023;15.535,00
11/03/2023;15.725,00
11/02/2023;15.850,00
11/01/2023;15.930,00
10/31/2023;15.880,00
10/30/2023;15.885,00
10/27/2023;15.935,00
10/26/2023;15.915,00
10/25/2023;15.865,00
10/24/2023;15.845,00
10/23/2023;15.930,00
10/20/2023;15.870,00
10/19/2023;15.810,00
10/18/2023;15.725,00
10/17/2023;15.710,00
10/16/2023;15.715,00
10/13/2023;15.680,00
10/12/2023;15.685,00
10/11/2023;15.690,00
10/10/2023;15.730,00
10/09/2023;15.685,00
10/06/2023;15.605,00
10/05/2023;15.610,00
10/04/2023;15.625,00
10/03/2023;15.575,00
10/02/2023;15.525,00
09/29/2023;15.450,00
09/28/2023;15.481,00
09/27/2023;15.515,00
09/26/2023;15.485,00
09/25/2023;15.395,00
09/22/2023;15.370,00
09/21/2023;15.370,00
09/20/2023;15.375,00
09/19/2023;15.375,00
09/18/2023;15.365,00
09/15/2023;15.350,00
09/14/2023;15.350,00
09/13/2023;15.365,00
09/12/2023;15.335,00
09/11/2023;15.320,00
09/08/2023;15.320,00
09/07/2023;15.320,00
09/06/2023;15.290,00
09/05/2023;15.260,00
09/04/2023;15.235,00
09/01/2023;15.235,00
08/31/2023;15.225,00
08/30/2023;15.235,00
08/29/2023;15.255,00
08/28/2023;15.285,00
08/25/2023;15.290,00
08/24/2023;15.240,00
08/23/2023;15.290,00
08/22/2023;15.310,00
08/21/2023;15.320,00
08/18/2023;15.280,00
08/17/2023;15.361,80
08/16/2023;15.280,00
08/15/2023;15.335,00
08/14/2023;15.310,00
08/11/2023;15.210,00
08/10/2023;15.180,00
08/09/2023;15.190,00
08/08/2023;15.215,00
08/07/2023;15.180,00
08/04/2023;15.165,00
08/03/2023;15.180,00
08/02/2023;15.170,00
08/01/2023;15.110,00
07/31/2023;15.075,00
07/28/2023;15.090,00
07/27/2023;14.995,00
07/26/2023;15.015,00
07/25/2023;14.990,00
07/24/2023;15.020,00
07/21/2023;15.020,00
07/20/2023;14.985,00
07/19/2023;14.999,00
07/18/2023;14.990,00
07/17/2023;15.000,00
07/14/2023;14.955,00
07/13/2023;14.965,00
07/12/2023;15.075,00
07/11/2023;15.135,00
07/10/2023;15.190,00
07/07/2023;15.130,00
07/06/2023;15.040,00
07/05/2023;15.010,00
07/04/2023;14.990,00
07/03/2023;15.020,00
06/30/2023;15.040,40
06/29/2023;15.071,00
06/28/2023;14.987,90
06/27/2023;14.990,00
06/26/2023;15.010,00
06/23/2023;14.990,00
06/22/2023;14.935,00
06/21/2023;14.940,00
06/20/2023;14.995,00
06/19/2023;14.990,00
06/16/2023;14.930,00
06/15/2023;14.940,00
06/14/2023;14.895,00
06/13/2023;14.855,00
06/12/2023;14.860,00
06/09/2023;14.835,00
06/08/2023;14.890,00
06/07/2023;14.875,00
06/06/2023;14.855,00
06/05/2023;14.885,00
06/02/2023;14.902,00
06/01/2023;14.914,00
05/31/2023;14.985,00
05/30/2023;14.980,00
05/29/2023;14.965,00
05/26/2023;14.950,00
05/25/2023;14.945,00
05/24/2023;14.895,00
05/23/2023;14.875,00
05/22/2023;14.885,00
05/19/2023;14.920,00
05/18/2023;14.923,00
05/17/2023;14.860,00
05/16/2023;14.815,00
05/15/2023;14.795,00
05/12/2023;14.745,00
05/11/2023;14.720,00
05/10/2023;14.720,00
05/09/2023;14.725,00
05/08/2023;14.695,00
05/05/2023;14.670,00
05/04/2023;14.675,00
05/03/2023;14.680,00
05/02/2023;14.700,00
04/28/2023;14.665,00
04/27/2023;14.700,00
04/26/2023;14.830,00
04/18/2023;14.840,00
04/17/2023;14.785,00
04/14/2023;14.695,00
04/13/2023;14.750,00
04/12/2023;14.875,00
04/11/2023;14.881,00
04/10/2023;14.899,00
04/06/2023;14.910,00
04/05/2023;14.920,00
04/04/2023;14.895,00
04/03/2023;14.965,00
03/31/2023;14.990,00
03/30/2023;15.045,00
03/29/2023;15.060,00
03/28/2023;15.085,00
03/27/2023;15.155,00
03/24/2023;15.150,00
03/21/2023;15.340,00
03/20/2023;15.355,00
03/17/2023;15.340,00
03/16/2023;15.375,00
03/15/2023;15.360,00
03/14/2023;15.380,00
03/13/2023;15.360,00
03/10/2023;15.445,00
03/09/2023;15.420,00
03/08/2023;15.430,00
03/07/2023;15.345,00
03/06/2023;15.290,00
03/03/2023;15.295,00
03/02/2023;15.275,00
03/01/2023;15.230,00
02/28/2023;15.245,00
02/27/2023;15.265,00
02/24/2023;15.220,00
02/23/2023;15.185,00
02/22/2023;15.200,00
02/21/2023;15.185,00
02/20/2023;15.155,00
02/17/2023;15.200,00
02/16/2023;15.153,00
02/15/2023;15.200,00
02/14/2023;15.155,00
02/13/2023;15.190,00
02/10/2023;15.130,00
02/09/2023;15.090,00
02/08/2023;15.095,00
02/07/2023;15.140,00
02/06/2023;15.050,00
02/03/2023;14.890,00
02/02/2023;14.875,00
02/01/2023;14.970,00
01/31/2023;14.985,00
01/30/2023;14.965,00
01/27/2023;14.980,00
01/26/2023;14.945,00
01/25/2023;14.960,00
01/24/2023;14.885,00
01/20/2023;15.070,00
01/19/2023;15.100,00
01/18/2023;15.085,00
01/17/2023;15.160,00
01/16/2023;15.040,00
01/13/2023;15.140,00
01/12/2023;15.336,00
01/11/2023;15.480,00
01/10/2023;15.570,00
01/09/2023;15.565,00
01/06/2023;15.630,00
01/05/2023;15.605,00
01/04/2023;15.585,00
01/03/2023;15.595,00
01/02/2023;15.570,00
12/30/2022;15.565,00
12/29/2022;15.655,00
12/28/2022;15.700,00
12/27/2022;15.660,00
12/26/2022;15.630,00
12/23/2022;15.590,00
12/22/2022;15.580,00
12/21/2022;15.585,00
12/20/2022;15.600,00
12/19/2022;15.595,00
12/16/2022;15.595,00
12/15/2022;15.615,00
12/14/2022;15.590,00
12/13/2022;15.655,00
12/12/2022;15.625,00
12/09/2022;15.582,00
12/08/2022;15.620,00
12/07/2022;15.635,00
12/06/2022;15.615,00
12/05/2022;15.465,00
12/02/2022;15.425,00
12/01/2022;15.560,00
11/30/2022;15.730,00
11/29/2022;15.740,00
11/28/2022;15.720,00
11/25/2022;15.670,00
11/24/2022;15.663,00
11/23/2022;15.685,00
11/22/2022;15.695,00
11/21/2022;15.710,00
11/18/2022;15.685,00
11/17/2022;15.660,00
11/16/2022;15.600,00
11/15/2022;15.535,00
11/14/2022;15.515,00
11/11/2022;15.490,00
11/10/2022;15.690,00
11/09/2022;15.658,00
11/08/2022;15.695,00
11/07/2022;15.705,00
11/04/2022;15.735,00
11/03/2022;15.695,00
11/02/2022;15.645,00
11/01/2022;15.625,00
10/31/2022;15.595,00
10/28/2022;15.548,00
10/27/2022;15.565,00
10/26/2022;15.569,00
10/25/2022;15.620,00
10/24/2022;15.585,00
10/21/2022;15.630,00
10/20/2022;15.570,00
10/19/2022;15.495,00
10/18/2022;15.465,00
10/17/2022;15.485,00
10/14/2022;15.425,00
10/13/2022;15.360,00
10/12/2022;15.355,00
10/11/2022;15.355,00
10/10/2022;15.310,00
10/07/2022;15.250,00
10/06/2022;15.185,00
10/05/2022;15.190,00
10/04/2022;15.245,00
10/03/2022;15.300,00
09/30/2022;15.225,00
09/29/2022;15.260,00
09/28/2022;15.260,00
09/27/2022;15.120,00
09/26/2022;15.125,00
09/23/2022;15.035,00
09/22/2022;15.015,00
09/21/2022;14.995,00
09/20/2022;14.980,00
09/19/2022;14.975,00
09/16/2022;14.950,00
09/15/2022;14.895,00
09/14/2022;14.905,00
09/13/2022;14.850,00
09/12/2022;14.840,00
09/09/2022;14.828,00
09/08/2022;14.895,00
09/07/2022;14.915,00
09/06/2022;14.885,00
09/05/2022;14.900,00
09/02/2022;14.895,00
09/01/2022;14.880,00
08/31/2022;14.840,00
08/30/2022;14.840,00
08/29/2022;14.895,00
08/26/2022;14.815,00
08/25/2022;14.820,00
08/24/2022;14.845,00
08/23/2022;14.835,00
08/22/2022;14.885,00
08/19/2022;14.835,00
08/18/2022;14.830,00
08/16/2022;14.765,00
08/15/2022;14.740,00
08/12/2022;14.665,00
08/11/2022;14.765,00
08/10/2022;14.870,00
08/09/2022;14.850,00
08/08/2022;14.875,00
08/05/2022;14.890,00
08/04/2022;14.930,00
08/03/2022;14.910,00
08/02/2022;14.890,00
08/01/2022;14.870,00
07/29/2022;14.830,00
07/28/2022;14.930,00
07/27/2022;15.010,00
07/26/2022;14.995,00
07/25/2022;14.995,00
07/22/2022;15.015,00
07/21/2022;15.030,00
07/20/2022;14.985,00
07/19/2022;14.975,00
07/18/2022;14.982,00
07/15/2022;14.990,00
07/14/2022;14.990,00
07/13/2022;14.985,00
07/12/2022;14.985,00
07/11/2022;14.970,00
07/08/2022;14.975,00
07/07/2022;14.995,00
07/06/2022;14.995,00
07/05/2022;14.985,00
07/04/2022;14.965,00
07/01/2022;14.935,00
06/30/2022;14.895,00
06/29/2022;14.849,00
06/28/2022;14.835,00
06/27/2022;14.800,00
06/24/2022;14.845,00
06/23/2022;14.835,00
06/22/2022;14.865,00
06/21/2022;14.810,00
06/20/2022;14.830,00
06/17/2022;14.821,00
06/16/2022;14.765,00
06/15/2022;14.740,00
06/14/2022;14.695,00
06/13/2022;14.678,00
06/10/2022;14.550,00
06/09/2022;14.560,00
06/08/2022;14.490,00
06/07/2022;14.454,00
06/06/2022;14.450,00
06/03/2022;14.435,00
06/02/2022;14.480,00
05/31/2022;14.580,00
05/30/2022;14.557,00
05/27/2022;14.575,00
05/25/2022;14.630,00
05/24/2022;14.655,00
05/23/2022;14.670,00
05/20/2022;14.650,00
05/19/2022;14.730,00
05/18/2022;14.685,00
05/17/2022;14.645,00
05/13/2022;14.610,00
05/12/2022;14.595,00
05/11/2022;14.555,00
05/10/2022;14.555,00
05/09/2022;14.555,00
04/28/2022;14.495,00
04/27/2022;14.420,00
04/26/2022;14.410,00
04/25/2022;14.455,00
04/22/2022;14.356,00
04/21/2022;14.343,00
04/20/2022;14.355,00
04/19/2022;14.335,00
04/18/2022;14.353,00
04/14/2022;14.343,00
04/13/2022;14.362,00
04/12/2022;14.360,00
04/11/2022;14.365,00
04/08/2022;14.360,00
04/07/2022;14.358,00
04/06/2022;14.355,00
04/05/2022;14.345,00
04/04/2022;14.353,00
04/01/2022;14.365,00
03/31/2022;14.368,00
03/30/2022;14.340,00
03/29/2022;14.363,00
03/28/2022;14.362,00
03/25/2022;14.340,00
03/24/2022;14.344,00
03/23/2022;14.345,00
03/22/2022;14.356,00
03/21/2022;14.338,00
03/18/2022;14.340,00
03/17/2022;14.300,00
03/16/2022;14.310,00
03/15/2022;14.325,00
03/14/2022;14.330,00
03/11/2022;14.300,00
03/10/2022;14.275,00
03/09/2022;14.345,00
03/08/2022;14.395,00
03/07/2022;14.405,00
03/04/2022;14.385,00
03/02/2022;14.385,00
03/01/2022;14.335,00
02/25/2022;14.365,00
02/24/2022;14.380,00
02/23/2022;14.335,00
02/22/2022;14.361,00
02/21/2022;14.325,00
02/18/2022;14.325,00
02/17/2022;14.315,00
02/16/2022;14.255,00
02/15/2022;14.300,00
02/14/2022;14.325,00
02/11/2022;14.350,00
02/10/2022;14.340,00
02/09/2022;14.355,00
02/08/2022;14.390,00
02/07/2022;14.395,00
02/04/2022;14.378,00
02/03/2022;14.375,00
02/02/2022;14.355,00
01/31/2022;14.380,00
01/28/2022;14.385,00
01/27/2022;14.385,00
01/26/2022;14.350,00
01/25/2022;14.350,00
01/24/2022;14.340,00
01/21/2022;14.335,00
01/20/2022;14.335,00
01/19/2022;14.360,00
01/18/2022;14.335,00
01/17/2022;14.315,00
01/14/2022;14.295,00
01/13/2022;14.290,00
01/12/2022;14.315,00
01/11/2022;14.300,00
01/10/2022;14.305,00
01/07/2022;14.355,00
01/06/2022;14.390,00
01/05/2022;14.355,00
01/04/2022;14.300,00
01/03/2022;14.264,00
12/31/2021;14.250,00
12/30/2021;14.265,00
12/29/2021;14.250,00
12/28/2021;14.225,00
12/27/2021;14.225,00
12/24/2021;14.220,00
12/23/2021;14.247,00
12/22/2021;14.285,00
12/21/2021;14.313,00
12/20/2021;14.375,00
12/17/2021;14.365,00
12/16/2021;14.340,00
12/15/2021;14.330,00
12/14/2021;14.330,00
12/13/2021;14.340,00
12/10/2021;14.370,00
12/09/2021;14.350,00
12/08/2021;14.355,00
12/07/2021;14.375,00
12/06/2021;14.435,00
12/03/2021;14.395,00
12/02/2021;14.375,00
12/01/2021;14.340,00
11/30/2021;14.320,00
11/29/2021;14.320,00
11/26/2021;14.300,00
11/25/2021;14.265,00
11/24/2021;14.255,00
11/23/2021;14.255,00
11/22/2021;14.245,00
11/19/2021;14.235,00
11/18/2021;14.225,00
11/17/2021;14.240,00
11/16/2021;14.220,00
11/15/2021;14.210,00
11/12/2021;14.233,00
11/11/2021;14.260,00
11/10/2021;14.250,00
11/09/2021;14.240,00
11/08/2021;14.255,00
11/05/2021;14.325,00
11/04/2021;14.335,00
11/03/2021;14.295,00
11/02/2021;14.250,00
11/01/2021;14.245,00
10/29/2021;14.165,00
10/28/2021;14.170,00
10/27/2021;14.170,00
10/26/2021;14.150,00
10/25/2021;14.155,00
10/22/2021;14.120,00
10/21/2021;14.120,00
10/19/2021;14.073,00
10/18/2021;14.105,00
10/15/2021;14.070,00
10/14/2021;14.115,00
10/13/2021;14.215,00
10/12/2021;14.215,00
10/11/2021;14.205,00
10/08/2021;14.220,00
10/07/2021;14.215,00
10/06/2021;14.250,00
10/05/2021;14.248,00
10/04/2021;14.265,00
10/01/2021;14.305,00
09/30/2021;14.310,00
09/29/2021;14.290,00
09/28/2021;14.270,00
09/27/2021;14.250,00
09/24/2021;14.255,00
09/23/2021;14.240,00
09/22/2021;14.240,00
09/21/2021;14.235,00
09/20/2021;14.240,00
09/17/2021;14.225,00
09/16/2021;14.250,00
09/15/2021;14.240,00
09/14/2021;14.245,00
09/13/2021;14.250,00
09/10/2021;14.200,00
09/09/2021;14.250,00
09/08/2021;14.250,00
09/07/2021;14.210,00
09/06/2021;14.220,00
09/03/2021;14.260,00
09/02/2021;14.270,00
09/01/2021;14.280,00
08/31/2021;14.265,00
08/30/2021;14.368,00
08/27/2021;14.415,00
08/26/2021;14.415,00
08/25/2021;14.395,00
08/24/2021;14.390,00
08/23/2021;14.410,00
08/20/2021;14.450,00
08/19/2021;14.400,00
08/18/2021;14.370,00
08/16/2021;14.370,00
08/13/2021;14.385,00
08/12/2021;14.380,00
08/10/2021;14.380,00
08/09/2021;14.360,00
08/06/2021;14.350,00
08/05/2021;14.340,00
08/04/2021;14.310,00
08/03/2021;14.340,00
08/02/2021;14.420,00
07/30/2021;14.460,00
07/29/2021;14.480,00
07/28/2021;14.485,00
07/27/2021;14.490,00
07/26/2021;14.480,00
07/23/2021;14.490,00
07/22/2021;14.480,00
07/21/2021;14.540,00
07/19/2021;14.515,00
07/16/2021;14.495,00
07/15/2021;14.480,00
07/14/2021;14.475,00
07/13/2021;14.462,00
07/12/2021;14.490,00
07/09/2021;14.525,00
07/08/2021;14.520,00
07/07/2021;14.480,00
07/06/2021;14.465,00
07/05/2021;14.476,00
07/02/2021;14.530,00
07/01/2021;14.500,00
06/30/2021;14.495,00
06/29/2021;14.480,00
06/28/2021;14.440,00
06/25/2021;14.420,00
06/24/2021;14.435,00
06/23/2021;14.430,00
06/22/2021;14.400,00
06/21/2021;14.425,00
06/18/2021;14.370,00
06/17/2021;14.350,00
06/16/2021;14.235,00
06/15/2021;14.220,00
06/14/2021;14.200,00
06/11/2021;14.188,00
06/10/2021;14.245,00
06/09/2021;14.250,00
06/08/2021;14.250,00
06/07/2021;14.260,00
06/04/2021;14.290,00
06/03/2021;14.280,00
06/02/2021;14.275,00
05/31/2021;14.275,00
05/28/2021;14.280,00
05/27/2021;14.285,00
05/25/2021;14.325,00
05/24/2021;14.350,00
05/21/2021;14.350,00
05/20/2021;14.370,00
05/19/2021;14.275,00
05/18/2021;14.270,00
05/17/2021;14.280,00
05/11/2021;14.195,00
05/10/2021;14.195,00
05/07/2021;14.280,00
05/06/2021;14.315,00
05/05/2021;14.430,00
05/04/2021;14.425,00
05/03/2021;14.445,00
04/30/2021;14.440,00
04/29/2021;14.445,00
04/28/2021;14.495,00
04/27/2021;14.480,00
04/26/2021;14.480,00
04/23/2021;14.520,00
04/22/2021;14.515,00
04/21/2021;14.525,00
04/20/2021;14.495,00
04/19/2021;14.545,00
04/16/2021;14.560,00
04/15/2021;14.600,00
04/14/2021;14.600,00
04/13/2021;14.600,00
04/12/2021;14.590,00
04/09/2021;14.560,00
04/08/2021;14.530,00
04/07/2021;14.490,00
04/06/2021;14.500,00
04/05/2021;14.510,00
04/01/2021;14.520,00
03/31/2021;14.520,00
03/30/2021;14.470,00
03/29/2021;14.440,00
03/26/2021;14.410,00
03/25/2021;14.420,00
03/24/2021;14.420,00
03/23/2021;14.390,00
03/22/2021;14.400,00
03/19/2021;14.400,00
03/18/2021;14.390,00
03/17/2021;14.425,00
03/16/2021;14.400,00
03/15/2021;14.395,00
03/12/2021;14.380,00
03/10/2021;14.395,00
03/09/2021;14.390,00
03/08/2021;14.350,00
03/05/2021;14.290,00
03/04/2021;14.260,00
03/03/2021;14.240,00
03/02/2021;14.300,00
03/01/2021;14.250,00
02/26/2021;14.240,00
02/25/2021;14.080,00
02/24/2021;14.080,00
02/23/2021;14.090,00
02/22/2021;14.110,00
02/19/2021;14.060,00
02/18/2021;14.010,00
02/17/2021;14.010,00
02/16/2021;13.920,00
02/15/2021;13.910,00
02/11/2021;13.970,00
02/10/2021;13.980,00
02/09/2021;13.990,00
02/08/2021;13.995,00
02/05/2021;14.020,00
02/04/2021;14.010,00
02/03/2021;14.000,00
02/02/2021;14.020,00
02/01/2021;14.010,00
01/29/2021;14.020,00
01/28/2021;14.050,00
01/27/2021;14.035,00
01/26/2021;14.040,00
01/25/2021;14.010,00
01/22/2021;14.020,00
01/21/2021;13.980,00
01/20/2021;14.020,00
01/19/2021;14.050,00
01/18/2021;14.060,00
01/15/2021;14.010,00
01/14/2021;14.050,00
01/13/2021;14.055,00
