Date;Price
05/16/2016;13.302,50
05/13/2016;13.317,50
05/12/2016;13.297,50
05/11/2016;13.305,00
05/10/2016;13.287,50
05/09/2016;13.290,00
05/06/2016;13.241,50
05/05/2016;13.241,50
05/04/2016;13.241,50
05/03/2016;13.194,50
05/02/2016;13.180,00
04/29/2016;13.185,00
04/28/2016;13.186,50
04/27/2016;13.194,50
04/26/2016;13.200,00
04/25/2016;13.197,50
04/22/2016;13.197,50
04/21/2016;13.157,50
04/20/2016;13.141,00
04/19/2016;13.147,50
04/18/2016;13.175,00
04/15/2016;13.175,00
04/14/2016;13.177,50
04/13/2016;13.160,00
04/12/2016;13.113,50
04/11/2016;13.127,50
04/08/2016;13.142,50
04/07/2016;13.160,00
04/06/2016;13.222,50
04/05/2016;13.219,00
04/04/2016;13.166,50
04/01/2016;13.160,00
03/31/2016;13.260,00
03/30/2016;13.267,50
03/29/2016;13.397,50
03/28/2016;13.367,50
03/25/2016;13.252,50
03/24/2016;13.252,50
03/23/2016;13.177,50
03/22/2016;13.180,00
03/21/2016;13.135,00
03/18/2016;13.117,50
03/17/2016;13.095,00
03/16/2016;13.267,50
03/15/2016;13.177,50
03/14/2016;13.060,00
03/11/2016;13.070,00
03/10/2016;13.072,50
03/09/2016;13.143,00
03/08/2016;13.143,00
03/07/2016;13.090,00
03/04/2016;13.135,00
03/03/2016;13.235,00
03/02/2016;13.290,00
03/01/2016;13.350,00
02/29/2016;13.372,00
02/26/2016;13.370,00
02/25/2016;13.410,50
02/24/2016;13.412,50
02/23/2016;13.425,00
02/22/2016;13.437,50
02/19/2016;13.495,00
02/18/2016;13.495,00
02/17/2016;13.510,00
02/16/2016;13.400,00
02/15/2016;13.375,00
02/12/2016;13.490,00
02/11/2016;13.462,50
02/10/2016;13.462,50
02/09/2016;13.605,00
02/08/2016;13.625,00
02/05/2016;13.625,00
02/04/2016;13.637,50
02/03/2016;13.765,00
02/02/2016;13.687,50
02/01/2016;13.637,50
01/29/2016;13.775,00
01/28/2016;13.874,50
01/27/2016;13.878,50
01/26/2016;13.900,00
01/25/2016;13.872,50
01/22/2016;13.850,00
01/21/2016;13.910,00
01/20/2016;13.960,00
01/19/2016;13.880,00
01/18/2016;13.932,50
01/15/2016;13.894,50
01/14/2016;13.910,00
01/13/2016;13.827,50
01/12/2016;13.910,00
01/11/2016;13.875,00
01/08/2016;13.922,50
01/07/2016;13.927,50
01/06/2016;13.947,50
01/05/2016;13.862,50
01/04/2016;13.915,00
01/01/2016;13.787,50
12/31/2015;13.787,50
12/30/2015;13.782,50
12/29/2015;13.745,00
12/28/2015;13.650,00
12/25/2015;13.642,50
12/24/2015;13.642,50
12/23/2015;13.642,50
12/22/2015;13.675,00
12/21/2015;13.772,50
12/18/2015;13.917,50
12/17/2015;14.006,50
12/16/2015;14.069,50
12/15/2015;14.056,50
12/14/2015;14.077,50
12/11/2015;13.947,50
12/10/2015;13.935,00
12/09/2015;13.872,50
12/08/2015;13.872,50
12/07/2015;13.842,50
12/04/2015;13.832,00
12/03/2015;13.843,50
12/02/2015;13.797,50
12/01/2015;13.782,50
11/30/2015;13.835,00
11/27/2015;13.780,00
11/26/2015;13.728,50
11/25/2015;13.687,50
11/24/2015;13.707,50
11/23/2015;13.723,00
11/20/2015;13.655,00
11/19/2015;13.777,50
11/18/2015;13.799,50
11/17/2015;13.747,50
11/16/2015;13.727,50
11/13/2015;13.665,00
11/12/2015;13.602,50
11/11/2015;13.602,50
11/10/2015;13.609,50
11/09/2015;13.647,50
11/06/2015;13.560,00
11/05/2015;13.565,00
11/04/2015;13.555,00
11/03/2015;13.555,00
11/02/2015;13.667,50
10/30/2015;13.687,50
10/29/2015;13.635,00
10/28/2015;13.477,50
10/27/2015;13.622,50
10/26/2015;13.645,00
10/23/2015;13.635,00
10/22/2015;13.657,50
10/21/2015;13.717,00
10/20/2015;13.645,00
10/19/2015;13.531,50
10/16/2015;13.530,00
10/15/2015;13.455,00
10/14/2015;13.619,50
10/13/2015;13.619,50
10/12/2015;13.405,00
10/09/2015;13.420,00
10/08/2015;13.867,50
10/07/2015;13.825,00
10/06/2015;14.245,50
10/05/2015;14.495,00
10/02/2015;14.642,50
10/01/2015;14.670,00
09/30/2015;14.650,00
09/29/2015;14.682,50
09/28/2015;14.697,50
09/25/2015;14.685,00
09/24/2015;14.647,50
09/23/2015;14.647,50
09/22/2015;14.497,50
09/21/2015;14.455,00
09/18/2015;14.375,00
09/17/2015;14.457,50
09/16/2015;14.455,00
09/15/2015;14.407,50
09/14/2015;14.347,50
09/11/2015;14.330,00
09/10/2015;14.332,50
09/09/2015;14.261,50
09/08/2015;14.280,00
09/07/2015;14.247,50
09/04/2015;14.165,00
09/03/2015;14.169,00
09/02/2015;14.130,00
09/01/2015;14.097,50
08/31/2015;14.050,00
08/28/2015;13.982,50
08/27/2015;13.992,50
08/26/2015;14.122,50
08/25/2015;14.065,00
08/24/2015;14.047,00
08/21/2015;13.942,50
08/20/2015;13.870,00
08/19/2015;13.842,50
08/18/2015;13.818,00
08/17/2015;13.787,50
08/14/2015;13.787,50
08/13/2015;13.745,00
08/12/2015;13.785,00
08/11/2015;13.600,00
08/10/2015;13.549,00
08/07/2015;13.539,50
08/06/2015;13.541,50
08/05/2015;13.514,00
08/04/2015;13.485,50
08/03/2015;13.500,00
07/31/2015;13.527,50
07/30/2015;13.467,50
07/29/2015;13.456,00
07/28/2015;13.462,50
07/27/2015;13.459,00
07/24/2015;13.445,00
07/23/2015;13.422,50
07/22/2015;13.377,50
07/21/2015;13.344,50
07/20/2015;13.344,50
07/17/2015;13.344,50
07/16/2015;13.344,50
07/15/2015;13.344,50
07/14/2015;13.335,00
07/13/2015;13.300,00
07/10/2015;13.313,50
07/09/2015;13.336,00
07/08/2015;13.345,00
07/07/2015;13.327,50
07/06/2015;13.349,50
07/03/2015;13.320,00
07/02/2015;13.337,50
07/01/2015;13.326,00
06/30/2015;13.332,50
06/29/2015;13.345,00
06/26/2015;13.310,00
06/25/2015;13.327,50
06/24/2015;13.303,50
06/23/2015;13.255,00
06/22/2015;13.310,00
06/19/2015;13.331,50
06/18/2015;13.305,00
06/17/2015;13.367,50
06/16/2015;13.353,00
06/15/2015;13.335,00
06/12/2015;13.332,50
06/11/2015;13.320,50
06/10/2015;13.312,50
06/09/2015;13.302,50
06/08/2015;13.379,50
06/05/2015;13.275,50
06/04/2015;13.282,00
06/03/2015;13.221,00
06/02/2015;13.222,50
06/01/2015;13.222,50
05/29/2015;13.224,00
05/28/2015;13.221,50
05/27/2015;13.202,00
05/26/2015;13.210,00
05/25/2015;13.186,50
05/22/2015;13.155,00
05/21/2015;13.129,50
05/20/2015;13.175,00
05/19/2015;13.115,50
05/18/2015;13.137,00
05/15/2015;13.091,00
05/14/2015;13.137,50
05/13/2015;13.137,50
05/12/2015;13.198,00
05/11/2015;13.155,00
05/08/2015;13.127,50
05/07/2015;13.145,00
05/06/2015;13.035,00
05/05/2015;13.047,50
05/04/2015;12.980,00
05/01/2015;12.962,50
04/30/2015;12.962,50
04/29/2015;12.940,00
04/28/2015;12.980,00
04/27/2015;12.980,00
04/24/2015;12.919,50
04/23/2015;12.955,00
04/22/2015;12.900,00
04/21/2015;12.957,50
04/20/2015;12.890,00
04/17/2015;12.850,00
04/16/2015;12.856,00
04/15/2015;12.900,50
04/14/2015;12.980,50
04/13/2015;12.985,00
04/10/2015;12.915,00
04/09/2015;12.898,00
04/08/2015;12.955,00
04/07/2015;12.985,00
04/06/2015;12.958,50
04/03/2015;13.002,50
04/02/2015;13.002,50
04/01/2015;13.042,50
03/31/2015;13.075,00
03/30/2015;13.075,00
03/27/2015;13.065,00
03/26/2015;13.019,00
03/25/2015;12.986,00
03/24/2015;12.905,00
03/23/2015;13.019,50
03/20/2015;13.116,00
03/19/2015;13.035,00
03/18/2015;13.170,00
03/17/2015;13.167,50
03/16/2015;13.242,00
03/13/2015;13.195,00
03/12/2015;13.182,50
03/11/2015;13.190,50
03/10/2015;13.091,50
03/09/2015;13.050,00
03/06/2015;12.980,00
03/05/2015;12.990,00
03/04/2015;12.982,50
03/03/2015;12.965,00
03/02/2015;12.970,00
02/27/2015;12.925,00
02/26/2015;12.837,50
02/25/2015;12.873,50
02/24/2015;12.897,50
02/23/2015;12.834,50
02/20/2015;12.812,50
02/19/2015;12.842,50
02/18/2015;12.842,50
02/17/2015;12.769,50
02/16/2015;12.752,50
02/13/2015;12.787,50
02/12/2015;12.792,50
02/11/2015;12.715,00
02/10/2015;12.672,50
02/09/2015;12.647,50
02/06/2015;12.614,50
02/05/2015;12.632,50
02/04/2015;12.625,00
02/03/2015;12.654,00
02/02/2015;12.685,00
01/30/2015;12.667,50
01/29/2015;12.567,50
01/28/2015;12.486,00
01/27/2015;12.476,50
01/26/2015;12.510,00
01/23/2015;12.472,50
01/22/2015;12.487,50
01/21/2015;12.480,00
01/20/2015;12.584,00
01/19/2015;12.618,50
01/16/2015;12.587,50
01/15/2015;12.560,00
01/14/2015;12.613,00
01/13/2015;12.597,50
01/12/2015;12.597,50
01/09/2015;12.651,50
01/08/2015;12.680,00
01/07/2015;12.738,50
01/06/2015;12.657,50
01/05/2015;12.627,50
01/02/2015;12.542,50
01/01/2015;12.385,00
12/31/2014;12.385,00
12/30/2014;12.446,50
12/29/2014;12.447,00
12/26/2014;12.467,50
12/25/2014;12.467,50
12/24/2014;12.467,50
12/23/2014;12.450,00
12/22/2014;12.439,00
12/19/2014;12.485,00
12/18/2014;12.562,50
12/17/2014;12.657,50
12/16/2014;12.680,00
12/15/2014;12.697,50
12/12/2014;12.457,50
12/11/2014;12.348,50
12/10/2014;12.336,50
12/09/2014;12.329,50
12/08/2014;12.348,50
12/05/2014;12.296,50
12/04/2014;12.307,50
12/03/2014;12.298,50
12/02/2014;12.270,00
12/01/2014;12.272,50
11/28/2014;12.204,00
11/27/2014;12.177,00
11/26/2014;12.175,00
11/25/2014;12.164,00
11/24/2014;12.151,50
11/21/2014;12.148,50
11/20/2014;12.175,00
11/19/2014;12.147,50
11/18/2014;12.150,00
11/17/2014;12.204,50
11/14/2014;12.211,00
11/13/2014;12.202,50
11/12/2014;12.198,50
11/11/2014;12.205,00
11/10/2014;12.152,50
11/07/2014;12.172,50
11/06/2014;12.140,00
11/05/2014;12.142,50
11/04/2014;12.107,50
11/03/2014;12.107,50
10/31/2014;12.085,00
10/30/2014;12.125,00
10/29/2014;12.080,00
10/28/2014;12.170,00
10/27/2014;12.112,50
10/24/2014;12.066,00
10/23/2014;12.060,00
10/22/2014;12.012,50
10/21/2014;12.000,00
10/20/2014;12.032,50
10/17/2014;12.106,50
10/16/2014;12.247,50
10/15/2014;12.225,00
10/14/2014;12.207,50
10/13/2014;12.216,00
10/10/2014;12.220,00
10/09/2014;12.185,00
10/08/2014;12.240,00
10/07/2014;12.202,50
10/06/2014;12.210,00
10/03/2014;12.176,50
10/02/2014;12.150,00
10/01/2014;12.127,50
09/30/2014;12.185,00
09/29/2014;12.170,00
09/26/2014;12.022,50
09/25/2014;11.978,50
09/24/2014;11.952,50
09/23/2014;11.972,50
09/22/2014;11.973,50
09/19/2014;11.967,50
09/18/2014;11.980,00
09/17/2014;11.955,00
09/16/2014;11.965,00
09/15/2014;11.927,50
09/12/2014;11.820,00
09/11/2014;11.825,00
09/10/2014;11.812,00
09/09/2014;11.766,50
09/08/2014;11.729,50
09/05/2014;11.755,00
09/04/2014;11.764,00
09/03/2014;11.765,00
09/02/2014;11.747,50
09/01/2014;11.716,00
08/29/2014;11.690,00
08/28/2014;11.700,50
08/27/2014;11.681,50
08/26/2014;11.713,00
08/25/2014;11.718,00
08/22/2014;11.678,50
08/21/2014;11.690,00
08/20/2014;11.700,00
08/19/2014;11.679,00
08/18/2014;11.684,50
08/15/2014;11.675,00
08/14/2014;11.672,50
08/13/2014;11.691,00
08/12/2014;11.687,50
08/11/2014;11.670,00
08/08/2014;11.777,50
08/07/2014;11.795,00
08/06/2014;11.750,00
08/05/2014;11.697,00
08/04/2014;11.758,00
08/01/2014;11.800,00
07/31/2014;11.577,50
07/30/2014;11.577,50
07/29/2014;11.577,50
07/28/2014;11.577,50
07/25/2014;11.577,50
07/24/2014;11.567,50
07/23/2014;11.500,00
07/22/2014;11.605,00
07/21/2014;11.570,00
07/18/2014;11.615,00
07/17/2014;11.685,00
07/16/2014;11.695,00
07/15/2014;11.735,00
07/14/2014;11.661,50
07/11/2014;11.585,00
07/10/2014;11.575,00
07/09/2014;11.625,00
07/08/2014;11.625,00
07/07/2014;11.700,00
07/04/2014;11.872,50
07/03/2014;11.917,50
07/02/2014;11.910,00
07/01/2014;11.855,00
06/30/2014;11.855,00
06/27/2014;11.995,00
06/26/2014;12.099,00
06/25/2014;12.090,00
06/24/2014;11.987,50
06/23/2014;11.990,00
06/20/2014;11.971,50
06/19/2014;11.934,00
06/18/2014;11.996,50
06/17/2014;11.892,50
06/16/2014;11.817,50
06/13/2014;11.794,50
06/12/2014;11.788,00
06/11/2014;11.810,00
06/10/2014;11.810,00
06/09/2014;11.775,50
06/06/2014;11.835,00
06/05/2014;11.855,00
06/04/2014;11.890,00
06/03/2014;11.784,00
06/02/2014;11.765,00
05/30/2014;11.675,00
05/29/2014;11.630,00
05/28/2014;11.630,00
05/27/2014;11.577,50
05/26/2014;11.577,50
05/23/2014;11.610,00
05/22/2014;11.530,50
05/21/2014;11.507,50
05/20/2014;11.487,50
05/19/2014;11.417,50
05/16/2014;11.412,50
05/15/2014;11.445,50
05/14/2014;11.445,50
05/13/2014;11.536,50
05/12/2014;11.521,00
05/09/2014;11.530,00
05/08/2014;11.560,00
05/07/2014;11.575,00
05/06/2014;11.517,00
05/05/2014;11.517,50
05/02/2014;11.522,50
05/01/2014;11.561,50
04/30/2014;11.561,50
04/29/2014;11.547,50
04/28/2014;11.580,00
04/25/2014;11.564,50
04/24/2014;11.600,00
04/23/2014;11.630,00
04/22/2014;11.520,00
04/21/2014;11.445,00
04/18/2014;11.420,00
04/17/2014;11.420,00
04/16/2014;11.434,50
04/15/2014;11.430,00
04/14/2014;11.440,00
04/11/2014;11.412,50
04/10/2014;11.354,00
04/09/2014;11.288,50
04/08/2014;11.288,50
04/07/2014;11.305,00
04/04/2014;11.316,50
04/03/2014;11.321,00
04/02/2014;11.292,50
04/01/2014;11.312,50
03/31/2014;11.360,00
03/28/2014;11.360,00
03/27/2014;11.447,50
03/26/2014;11.410,00
03/25/2014;11.392,50
03/24/2014;11.380,00
03/21/2014;11.422,50
03/20/2014;11.445,00
03/19/2014;11.314,00
03/18/2014;11.320,00
03/17/2014;11.292,50
03/14/2014;11.355,00
03/13/2014;11.382,50
03/12/2014;11.425,00
03/11/2014;11.395,00
03/10/2014;11.365,00
03/07/2014;11.439,50
03/06/2014;11.472,50
03/05/2014;11.581,50
03/04/2014;11.595,00
03/03/2014;11.589,50
02/28/2014;11.609,00
02/27/2014;11.665,00
02/26/2014;11.640,00
02/25/2014;11.667,50
02/24/2014;11.647,50
02/21/2014;11.740,00
02/20/2014;11.812,50
02/19/2014;11.770,00
02/18/2014;11.835,00
02/17/2014;11.785,00
02/14/2014;11.825,00
02/13/2014;11.975,00
02/12/2014;12.085,00
02/11/2014;12.145,00
02/10/2014;12.172,50
02/07/2014;12.160,00
02/06/2014;12.185,00
02/05/2014;12.192,50
02/04/2014;12.202,50
02/03/2014;12.240,00
01/31/2014;12.210,00
01/30/2014;12.210,00
01/29/2014;12.165,00
01/28/2014;12.190,00
01/27/2014;12.230,00
01/24/2014;12.180,00
01/23/2014;12.165,00
01/22/2014;12.140,00
01/21/2014;12.132,50
01/20/2014;12.110,00
01/17/2014;12.090,00
01/16/2014;12.117,50
01/15/2014;12.085,00
01/14/2014;12.050,00
01/13/2014;12.050,00
01/10/2014;12.161,50
01/09/2014;12.190,00
01/08/2014;12.235,00
01/07/2014;12.237,50
01/06/2014;12.180,00
01/03/2014;12.170,00
01/02/2014;12.160,00
01/01/2014;12.170,00
12/31/2013;12.170,00
12/30/2013;12.210,00
12/27/2013;12.260,00
12/26/2013;12.200,00
12/25/2013;12.200,00
12/24/2013;12.200,00
12/23/2013;12.192,50
12/20/2013;12.212,50
12/19/2013;12.207,50
12/18/2013;12.165,00
12/17/2013;12.122,50
12/16/2013;12.105,00
12/13/2013;12.117,50
12/12/2013;12.022,50
12/11/2013;11.990,00
12/10/2013;11.985,00
12/09/2013;11.972,50
12/06/2013;11.962,50
12/05/2013;11.962,50
12/04/2013;11.985,00
12/03/2013;11.885,00
12/02/2013;11.770,00
11/29/2013;11.962,50
11/28/2013;12.015,00
11/27/2013;11.885,00
11/26/2013;11.762,50
11/25/2013;11.747,50
11/22/2013;11.695,00
11/21/2013;11.702,50
11/20/2013;11.657,50
11/19/2013;11.597,50
11/18/2013;11.632,50
11/15/2013;11.620,00
11/14/2013;11.542,50
11/13/2013;11.605,00
11/12/2013;11.592,50
11/11/2013;11.560,00
11/08/2013;11.410,00
11/07/2013;11.390,00
11/06/2013;11.407,50
11/05/2013;11.355,00
11/04/2013;11.355,00
11/01/2013;11.332,50
10/31/2013;11.272,50
10/30/2013;11.175,00
10/29/2013;11.102,50
10/28/2013;11.053,00
10/25/2013;11.015,00
10/24/2013;11.155,00
10/23/2013;11.269,00
10/22/2013;11.291,50
10/21/2013;11.335,00
10/18/2013;11.322,50
10/17/2013;11.330,00
10/16/2013;11.365,00
10/15/2013;11.365,00
10/14/2013;11.365,00
10/11/2013;11.365,00
10/10/2013;11.490,00
10/09/2013;11.532,50
10/08/2013;11.516,00
10/07/2013;11.525,00
10/04/2013;11.522,50
10/03/2013;11.527,50
10/02/2013;11.530,00
10/01/2013;11.505,00
09/30/2013;11.580,00
09/27/2013;11.537,50
09/26/2013;11.457,50
09/25/2013;11.485,00
09/24/2013;11.470,00
09/23/2013;11.445,00
09/20/2013;11.350,00
09/19/2013;11.282,50
09/18/2013;11.475,00
09/17/2013;11.445,00
09/16/2013;11.377,50
09/13/2013;11.410,00
09/12/2013;11.350,00
09/11/2013;11.345,00
09/10/2013;11.235,00
09/09/2013;11.160,00
09/06/2013;11.175,00
09/05/2013;11.125,00
09/04/2013;11.125,00
09/03/2013;11.065,00
09/02/2013;10.977,50
08/30/2013;10.920,00
08/29/2013;10.935,00
08/28/2013;10.945,00
08/27/2013;10.925,00
08/26/2013;10.845,00
08/23/2013;10.780,00
08/22/2013;10.817,50
08/21/2013;10.775,00
08/20/2013;10.685,00
08/19/2013;10.490,00
08/16/2013;10.385,00
08/15/2013;10.350,00
08/14/2013;10.292,50
08/13/2013;10.290,00
08/12/2013;10.290,00
08/09/2013;10.285,00
08/08/2013;10.285,00
08/07/2013;10.285,00
08/06/2013;10.285,00
08/05/2013;10.285,00
08/02/2013;10.285,00
08/01/2013;10.280,00
07/31/2013;10.277,50
07/30/2013;10.272,50
07/29/2013;10.272,50
07/26/2013;10.265,00
07/25/2013;10.267,50
07/24/2013;10.260,00
07/23/2013;10.200,00
07/22/2013;10.065,00
07/19/2013;10.077,50
07/18/2013;10.060,00
07/17/2013;10.045,00
07/16/2013;10.035,00
07/15/2013;10.017,50
07/12/2013;9.992,50
07/11/2013;9.970,00
07/10/2013;9.965,00
07/09/2013;9.957,50
07/08/2013;9.955,00
07/05/2013;9.942,50
07/04/2013;9.940,00
07/03/2013;9.940,00
07/02/2013;9.933,00
07/01/2013;9.927,50
06/28/2013;9.925,00
06/27/2013;9.925,00
06/26/2013;9.925,00
06/25/2013;9.920,00
06/24/2013;9.930,00
06/21/2013;9.925,00
06/20/2013;9.925,00
06/19/2013;9.907,50
06/18/2013;9.905,00
06/17/2013;9.887,50
06/14/2013;9.872,50
06/13/2013;9.882,50
06/12/2013;9.860,00
06/11/2013;9.825,00
06/10/2013;9.812,50
06/07/2013;9.805,00
06/06/2013;9.792,50
06/05/2013;9.792,50
06/04/2013;9.800,00
06/03/2013;9.805,00
05/31/2013;9.795,00
05/30/2013;9.805,00
05/29/2013;9.802,50
05/28/2013;9.792,50
05/27/2013;9.790,00
05/24/2013;9.772,50
05/23/2013;9.771,50
05/22/2013;9.765,50
05/21/2013;9.762,50
05/20/2013;9.757,50
05/17/2013;9.755,50
05/16/2013;9.750,00
05/15/2013;9.747,50
05/14/2013;9.737,50
05/13/2013;9.737,50
05/10/2013;9.734,00
05/09/2013;9.730,00
05/08/2013;9.730,00
05/07/2013;9.734,50
05/06/2013;9.734,50
05/03/2013;9.734,50
05/02/2013;9.737,00
05/01/2013;9.722,50
04/30/2013;9.722,50
04/29/2013;9.720,50
04/26/2013;9.720,50
04/25/2013;9.718,00
04/24/2013;9.717,50
04/23/2013;9.723,50
04/22/2013;9.717,50
04/19/2013;9.712,50
04/18/2013;9.714,50
04/17/2013;9.710,00
04/16/2013;9.717,00
04/15/2013;9.712,00
04/12/2013;9.712,50
04/11/2013;9.703,00
04/10/2013;9.690,00
04/09/2013;9.720,00
04/08/2013;9.748,50
04/05/2013;9.747,00
04/04/2013;9.749,00
04/03/2013;9.747,00
04/02/2013;9.737,00
04/01/2013;9.737,50
03/29/2013;9.717,50
03/28/2013;9.717,50
03/27/2013;9.724,50
03/26/2013;9.731,50
03/25/2013;9.734,00
03/22/2013;9.742,50
03/21/2013;9.733,00
03/20/2013;9.724,00
03/19/2013;9.712,00
03/18/2013;9.711,00
03/15/2013;9.704,50
03/14/2013;9.702,50
03/13/2013;9.690,50
03/12/2013;9.697,00
03/11/2013;9.697,00
03/08/2013;9.684,50
03/07/2013;9.692,50
03/06/2013;9.687,50
03/05/2013;9.692,50
03/04/2013;9.706,00
03/01/2013;9.677,50
02/28/2013;9.663,50
02/27/2013;9.685,50
02/26/2013;9.707,00
02/25/2013;9.705,00
02/22/2013;9.709,00
02/21/2013;9.702,50
02/20/2013;9.683,00
02/19/2013;9.702,50
02/18/2013;9.680,50
02/15/2013;9.669,50
02/14/2013;9.659,50
02/13/2013;9.646,50
02/12/2013;9.645,50
02/11/2013;9.620,00
02/08/2013;9.667,00
02/07/2013;9.692,50
02/06/2013;9.710,00
02/05/2013;9.675,50
02/04/2013;9.670,50
02/01/2013;9.712,50
01/31/2013;9.697,50
01/30/2013;9.687,50
01/29/2013;9.677,50
01/28/2013;9.677,50
01/25/2013;9.652,50
01/24/2013;9.625,00
01/23/2013;9.625,00
01/22/2013;9.620,00
01/21/2013;9.617,50
01/18/2013;9.630,00
01/17/2013;9.649,50
01/16/2013;9.655,00
01/15/2013;9.650,00
01/14/2013;9.635,00
01/11/2013;9.635,00
01/10/2013;9.660,00
01/09/2013;9.660,00
01/08/2013;9.670,00
01/07/2013;9.667,50
01/04/2013;9.660,00
01/03/2013;9.655,00
01/02/2013;9.650,00
01/01/2013;9.637,50
12/31/2012;9.637,50
12/28/2012;9.637,50
12/27/2012;9.662,50
12/26/2012;9.657,50
12/25/2012;9.657,50
12/24/2012;9.657,50
12/21/2012;9.657,50
12/20/2012;9.652,50
12/19/2012;9.650,00
12/18/2012;9.643,50
12/17/2012;9.640,00
12/14/2012;9.637,50
12/13/2012;9.635,00
12/12/2012;9.630,00
12/11/2012;9.635,00
12/10/2012;9.630,00
12/07/2012;9.620,00
12/06/2012;9.610,00
12/05/2012;9.600,00
12/04/2012;9.600,00
12/03/2012;9.595,00
11/30/2012;9.593,50
11/29/2012;9.600,00
11/28/2012;9.600,00
11/27/2012;9.600,00
11/26/2012;9.600,00
11/23/2012;9.612,50
11/22/2012;9.627,50
11/21/2012;9.635,50
11/20/2012;9.633,00
11/19/2012;9.630,00
11/16/2012;9.625,00
11/15/2012;9.625,00
11/14/2012;9.625,00
11/13/2012;9.625,00
11/12/2012;9.620,00
11/09/2012;9.620,00
11/08/2012;9.630,00
11/07/2012;9.605,00
11/06/2012;9.620,00
11/05/2012;9.620,00
11/02/2012;9.615,00
11/01/2012;9.620,00
10/31/2012;9.605,00
10/30/2012;9.615,00
10/29/2012;9.605,00
10/26/2012;9.605,00
10/25/2012;9.605,00
10/24/2012;9.610,00
10/23/2012;9.607,50
10/22/2012;9.605,00
10/19/2012;9.592,50
10/18/2012;9.588,00
10/17/2012;9.574,00
10/16/2012;9.585,00
10/15/2012;9.590,00
10/12/2012;9.577,50
10/11/2012;9.582,50
10/10/2012;9.592,00
10/09/2012;9.592,00
10/08/2012;9.591,00
10/05/2012;9.589,00
10/04/2012;9.590,00
10/03/2012;9.585,00
10/02/2012;9.580,00
10/01/2012;9.580,00
09/28/2012;9.570,00
09/27/2012;9.575,00
09/26/2012;9.585,00
09/25/2012;9.575,00
09/24/2012;9.562,50
09/21/2012;9.545,00
09/20/2012;9.540,00
09/19/2012;9.537,50
09/18/2012;9.502,50
09/17/2012;9.462,50
09/14/2012;9.505,00
09/13/2012;9.577,50
09/12/2012;9.568,00
09/11/2012;9.577,50
09/10/2012;9.577,00
09/07/2012;9.570,00
09/06/2012;9.565,00
09/05/2012;9.570,00
09/04/2012;9.571,00
09/03/2012;9.535,00
08/31/2012;9.535,00
08/30/2012;9.545,00
08/29/2012;9.547,50
08/28/2012;9.535,00
08/27/2012;9.515,00
08/24/2012;9.505,00
08/23/2012;9.494,00
08/22/2012;9.490,00
08/21/2012;9.490,00
08/20/2012;9.490,00
08/17/2012;9.490,00
08/16/2012;9.490,00
08/15/2012;9.497,50
08/14/2012;9.482,50
08/13/2012;9.485,00
08/10/2012;9.477,50
08/09/2012;9.471,50
08/08/2012;9.470,50
08/07/2012;9.467,50
08/06/2012;9.465,00
08/03/2012;9.467,50
08/02/2012;9.467,50
08/01/2012;9.442,50
07/31/2012;9.445,00
07/30/2012;9.455,00
07/27/2012;9.455,00
07/26/2012;9.477,50
07/25/2012;9.482,50
07/24/2012;9.467,50
07/23/2012;9.455,00
07/20/2012;9.450,00
07/19/2012;9.447,50
07/18/2012;9.450,00
07/17/2012;9.440,00
07/16/2012;9.450,00
07/13/2012;9.447,50
07/12/2012;9.445,00
07/11/2012;9.415,00
07/10/2012;9.430,00
07/09/2012;9.410,00
07/06/2012;9.442,00
07/05/2012;9.384,00
07/04/2012;9.342,50
07/03/2012;9.324,00
07/02/2012;9.395,00
06/29/2012;9.392,50
06/28/2012;9.445,00
06/27/2012;9.445,00
06/26/2012;9.440,00
06/25/2012;9.440,00
06/22/2012;9.437,50
06/21/2012;9.430,00
06/20/2012;9.420,00
06/19/2012;9.405,00
06/18/2012;9.387,50
06/15/2012;9.385,00
06/14/2012;9.420,00
06/13/2012;9.420,00
06/12/2012;9.405,00
06/11/2012;9.405,00
06/08/2012;9.385,00
06/07/2012;9.370,00
06/06/2012;9.300,00
06/05/2012;9.402,50
06/04/2012;9.400,00
06/01/2012;9.387,50
05/31/2012;9.400,00
05/30/2012;9.435,00
05/29/2012;9.395,00
05/28/2012;9.330,00
05/25/2012;9.287,50
05/24/2012;9.265,00
05/23/2012;9.260,00
05/22/2012;9.227,50
05/21/2012;9.250,00
05/18/2012;9.242,00
05/17/2012;9.242,00
05/16/2012;9.242,00
05/15/2012;9.240,00
05/14/2012;9.235,00
05/11/2012;9.190,00
05/10/2012;9.180,00
05/09/2012;9.230,00
05/08/2012;9.195,00
05/07/2012;9.195,00
05/04/2012;9.190,00
05/03/2012;9.190,00
05/02/2012;9.198,00
05/01/2012;9.192,50
04/30/2012;9.190,50
04/27/2012;9.189,00
04/26/2012;9.185,00
04/25/2012;9.197,50
04/24/2012;9.192,50
04/23/2012;9.186,50
04/20/2012;9.183,50
04/19/2012;9.179,00
04/18/2012;9.177,50
04/17/2012;9.180,00
04/16/2012;9.175,00
04/13/2012;9.140,00
04/12/2012;9.162,50
04/11/2012;9.152,50
04/10/2012;9.150,00
04/09/2012;9.150,00
04/06/2012;9.110,00
04/05/2012;9.110,00
04/04/2012;9.140,00
04/03/2012;9.130,00
04/02/2012;9.140,00
